variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,funding_z_at_entry,poc_dist_atr_at_entry,funding_paid_pct
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-06-22 00:00:00,20587.010000,2022-06-23 00:00:00,20419.140000,-0.010821,24,time_stop,-2.646,-0.001,-0.001467
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-06-23 08:00:00,20576.660000,2022-06-23 09:00:00,20746.400000,-0.009431,1,hard_stop,2.646,0.535,0.000018
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-06-23 16:00:00,20284.280000,2022-06-24 16:00:00,21044.610000,0.035901,24,time_stop,-2.646,-1.305,-0.000383
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-06-25 00:00:00,21194.120000,2022-06-25 01:00:00,21331.330000,-0.007574,1,hard_stop,2.646,1.130,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-06-26 00:00:00,21468.290000,2022-06-26 01:00:00,21395.070000,0.002311,1,hard_stop,2.646,1.336,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-06-26 16:00:00,21352.020000,2022-06-26 17:00:00,21260.660000,0.003157,1,hard_stop,2.646,0.790,0.000079
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-06-27 00:00:00,21048.720000,2022-06-27 13:00:00,20737.810000,-0.016983,13,atr_trail,-2.646,-0.391,-0.001012
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-06-28 08:00:00,21119.320000,2022-06-28 18:00:00,20349.080000,-0.036862,10,hard_stop,-2.646,-0.156,0.000809
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-06-30 00:00:00,20037.920000,2022-06-30 06:00:00,19420.340000,-0.032596,6,atr_trail,-2.646,-7.442,-0.000576
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-06-30 16:00:00,19140.420000,2022-07-01 10:00:00,19070.560000,-0.003083,18,atr_trail,-2.646,-3.825,0.001767
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-07-01 16:00:00,19347.960000,2022-07-02 16:00:00,19294.030000,-0.003249,24,time_stop,-2.646,-2.980,0.000738
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-07-03 00:00:00,19246.540000,2022-07-04 00:00:00,19263.400000,-0.001309,24,time_stop,-2.646,-1.116,-0.000985
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-07-05 00:00:00,20395.590000,2022-07-05 01:00:00,20299.140000,0.003492,1,hard_stop,2.646,3.675,-0.000036
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-07-05 08:00:00,19894.920000,2022-07-05 09:00:00,19770.300000,0.005090,1,hard_stop,2.646,3.357,0.000026
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-07-05 16:00:00,19552.400000,2022-07-05 17:00:00,19703.850000,-0.008846,1,hard_stop,2.646,1.236,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-07-06 08:00:00,20184.570000,2022-07-06 09:00:00,20202.750000,-0.002001,1,hard_stop,2.646,3.077,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-07-07 08:00:00,20523.090000,2022-07-07 09:00:00,20559.150000,-0.002857,1,hard_stop,2.646,0.810,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-07-08 08:00:00,21436.790000,2022-07-08 09:00:00,21568.850000,-0.007260,1,hard_stop,2.646,3.697,0.000100
